run_id,experiment_id,pattern,model,task_name,status,llm_calls,prompt_tokens,completion_tokens,planner_calls,executor_calls,duration_seconds,energy_kwh,pass_rate,timestamp,total_tokens,energy_joules,success,model_size_b,pattern_paper_name
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,dnd-character,failed,8,6979,4996,4,4,118.782531,0.001447321,0,2026-05-12T03:55:28Z,11975,5210.3556,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,dominoes,completed,8,6202,18051,4,4,435.4178329,0.005153121,1,2026-05-12T03:55:28Z,24253,18551.2356,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,dot-dsl,failed,8,8071,8654,4,4,206.7387547,0.002450362,0,2026-05-12T03:55:28Z,16725,8821.3032,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,eliuds-eggs,completed,8,5838,6126,4,4,144.4895458,0.001730211,1,2026-05-12T03:55:28Z,11964,6228.759599999999,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,error-handling,failed,8,4713,4950,4,4,115.1834879,0.001399623,0,2026-05-12T03:55:28Z,9663,5038.6428,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,etl,completed,8,5695,6377,4,4,150.0790033,0.001803973,1,2026-05-12T03:55:28Z,12072,6494.3027999999995,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,flatten-array,completed,8,4689,7518,4,4,776.718574,0.008938395,1,2026-05-12T03:55:28Z,12207,32178.222,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,flower-field,failed,8,6802,5926,4,4,140.3058691,0.00186434,0,2026-05-12T03:55:28Z,12728,6711.624,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,food-chain,failed,8,7112,23137,4,4,900.0,0.0134265417,0,2026-05-12T03:55:28Z,30249,48335.55012,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,forth,failed,8,8295,13943,4,4,900.0,0.03830342,0,2026-05-12T03:55:28Z,22238,137892.312,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,game-of-life,completed,8,5197,5562,4,4,129.9962187,0.001566498,1,2026-05-12T03:55:28Z,10759,5639.3928,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,gigasecond,completed,8,7443,3396,4,4,81.49210572,0.00101892,1,2026-05-12T03:55:28Z,10839,3668.112,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,go-counting,failed,8,7746,14903,4,4,359.7058201,0.004197885,0,2026-05-12T03:55:28Z,22649,15112.386,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,grade-school,failed,8,5665,8202,4,4,794.2970986,0.009145753,0,2026-05-12T03:55:28Z,13867,32924.7108,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,grains,completed,8,5455,3729,4,4,88.03061175,0.001094316,1,2026-05-12T03:55:28Z,9184,3939.5375999999997,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,grep,failed,8,5963,10085,4,4,239.778687,0.002839476,0,2026-05-12T03:55:28Z,16048,10222.1136,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,hamming,completed,8,5898,3055,4,4,73.09179497,0.00091529,1,2026-05-12T03:55:28Z,8953,3295.0440000000003,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,hangman,failed,8,6301,11235,4,4,268.2093329,0.003150598,0,2026-05-12T03:55:28Z,17536,11342.1528,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,hello-world,completed,8,4197,1161,4,4,29.20766187,0.000419486,1,2026-05-12T03:55:28Z,5358,1510.1496,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,hexadecimal,failed,8,4366,7743,4,4,181.410681,0.002158345,0,2026-05-12T03:55:28Z,12109,7770.0419999999995,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,high-scores,failed,8,4636,3222,4,4,75.73478103,0.000954249,0,2026-05-12T03:55:28Z,7858,3435.2964,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,house,failed,8,7439,33257,4,4,845.9344964,0.009742947,0,2026-05-12T03:55:28Z,40696,35074.6092,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,isbn-verifier,completed,8,6127,10611,4,4,250.5338838,0.002942014,1,2026-05-12T03:55:28Z,16738,10591.2504,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,isogram,completed,8,4181,4091,4,4,96.59417295,0.001188757,1,2026-05-12T03:55:28Z,8272,4279.5252,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,killer-sudoku-helper,failed,8,8862,7699,4,4,185.6654932,0.00220243,0,2026-05-12T03:55:28Z,16561,7928.748,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,kindergarten-garden,failed,8,8273,12431,4,4,899.6642659,0.01034526,0,2026-05-12T03:55:28Z,20704,37242.936,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,knapsack,completed,8,5350,8061,4,4,189.7373519,0.002253537,1,2026-05-12T03:55:28Z,13411,8112.7332,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,largest-series-product,completed,8,6963,9342,4,4,223.5271332,0.002632028,1,2026-05-12T03:55:28Z,16305,9475.300799999999,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,leap,completed,8,4574,4079,4,4,96.04033804,0.001184988,1,2026-05-12T03:55:28Z,8653,4265.9568,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,ledger,completed,10,20697,14538,4,6,424.001574,0.004928461,1,2026-05-12T03:55:28Z,35235,17742.459600000002,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,line-up,completed,8,5351,5582,4,4,130.82567,0.001584695,1,2026-05-12T03:55:28Z,10933,5704.902,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,linked-list,failed,8,9935,5584,4,4,154.4485292,0.001859393,0,2026-05-12T03:55:28Z,15519,6693.8148,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,list-ops,completed,9,7951,6608,4,5,156.6880341,0.001869129,1,2026-05-12T03:55:28Z,14559,6728.8643999999995,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,luhn,failed,8,6963,32163,4,4,821.169903,0.009445758,0,2026-05-12T03:55:28Z,39126,34004.728800000004,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,markdown,failed,8,6481,12555,4,4,300.383687,0.00351905,0,2026-05-12T03:55:28Z,19036,12668.58,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,matching-brackets,completed,8,4732,5339,4,4,125.183712,0.0015153,1,2026-05-12T03:55:28Z,10071,5455.08,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,matrix,completed,8,5451,5285,4,4,124.709738,0.001512223,1,2026-05-12T03:55:28Z,10736,5444.0028,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,meetup,failed,8,9983,16491,4,4,414.365468,0.004815765,0,2026-05-12T03:55:28Z,26474,17336.753999999997,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,minesweeper,failed,8,6552,6590,4,4,156.0744779,0.002043193,0,2026-05-12T03:55:28Z,13142,7355.4948,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,nth-prime,completed,8,5456,4908,4,4,115.479274,0.001403713,1,2026-05-12T03:55:28Z,10364,5053.3668,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,ocr-numbers,failed,8,8006,14155,4,4,900.0,0.01092230257,0,2026-05-12T03:55:28Z,22161,39320.289252,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,octal,failed,8,5374,5732,4,4,134.7789834,0.001621246,0,2026-05-12T03:55:28Z,11106,5836.4856,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,paasio,failed,8,6007,6626,4,4,156.8270361,0.00190614,0,2026-05-12T03:55:28Z,12633,6862.104,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,palindrome-products,completed,8,8364,11562,4,4,280.0641162,0.003726026,1,2026-05-12T03:55:28Z,19926,13413.6936,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,pangram,completed,8,4722,4351,4,4,102.7379377,0.001260839,1,2026-05-12T03:55:28Z,9073,4539.020399999999,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,pascals-triangle,failed,8,8974,6849,4,4,165.165365,0.001969693,0,2026-05-12T03:55:28Z,15823,7090.894799999999,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,perfect-numbers,completed,8,7074,10402,4,4,249.373553,0.002932118,1,2026-05-12T03:55:28Z,17476,10555.6248,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,phone-number,failed,8,8467,15658,4,4,900.0,0.01812917304,0,2026-05-12T03:55:28Z,24125,65265.022944,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,pig-latin,failed,8,6994,8533,4,4,202.9239171,0.002405801,0,2026-05-12T03:55:28Z,15527,8660.8836,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,point-mutations,completed,8,5061,3394,4,4,80.58462906,0.000997276,1,2026-05-12T03:55:28Z,8455,3590.1936,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,poker,failed,8,6232,12830,4,4,307.0277388,0.003771882,0,2026-05-12T03:55:28Z,19062,13578.7752,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,pov,failed,8,8286,24814,4,4,622.296412,0.007196691,0,2026-05-12T03:55:28Z,33100,25908.0876,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,prime-factors,completed,8,5086,3878,4,4,91.22438216,0.00111766,1,2026-05-12T03:55:28Z,8964,4023.5759999999996,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,protein-translation,completed,8,6047,8305,4,4,195.7691643,0.002316839,1,2026-05-12T03:55:28Z,14352,8340.6204,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,proverb,failed,8,5279,7735,4,4,181.6423042,0.002166478,0,2026-05-12T03:55:28Z,13014,7799.3207999999995,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,pythagorean-triplet,completed,8,6023,12031,4,4,286.015919,0.003766432,1,2026-05-12T03:55:28Z,18054,13559.155200000001,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,queen-attack,completed,8,6869,4418,4,4,104.842062,0.001281029,1,2026-05-12T03:55:28Z,11287,4611.7044,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,rail-fence-cipher,failed,8,7960,29271,4,4,900.0,0.022477213,0,2026-05-12T03:55:28Z,37231,80917.9668,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,raindrops,completed,8,6258,4511,4,4,107.3291609,0.00130325,1,2026-05-12T03:55:28Z,10769,4691.7,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,rational-numbers,completed,8,8734,10906,4,4,262.7236841,0.003082582,1,2026-05-12T03:55:28Z,19640,11097.2952,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,react,failed,8,5141,14239,4,4,339.584872,0.003964526,0,2026-05-12T03:55:28Z,19380,14272.2936,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,rectangles,completed,8,5547,27509,4,4,678.7398932,0.007819417,1,2026-05-12T03:55:28Z,33056,28149.9012,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,relative-distance,failed,8,9374,11768,4,4,900.0,0.01719277933,0,2026-05-12T03:55:28Z,21142,61894.00558800001,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,resistor-color,completed,8,5381,4272,4,4,119.9616208,0.00145235,1,2026-05-12T03:55:28Z,9653,5228.46,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,resistor-color-duo,completed,8,5268,3817,4,4,89.92958808,0.001100833,1,2026-05-12T03:55:28Z,9085,3962.9988000000003,1,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,resistor-color-expert,failed,8,9132,23590,4,4,900.0,0.02751948361,0,2026-05-12T03:55:28Z,32722,99070.140996,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,resistor-color-trio,failed,8,6665,16882,4,4,900.0,0.018469437,0,2026-05-12T03:55:28Z,23547,66489.9732,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,rest-api,failed,8,7735,7686,4,4,183.5734131,0.002189515,0,2026-05-12T03:55:28Z,15421,7882.254,0,8,multiplan
20260510-002812--multiplan--qwen3_8b,20260510-002812--experiment,multiplan,qwen3:8b,reverse-string,completed,8,4177,1161,4,4,29.11636496,0.000416202,1,2026-05-12T03:55:28Z,5338,1498.3272,1,8,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,accumulate,completed,9,6300,1502,4,5,210.3286414,0.002706479,1,2026-05-25T04:43:40Z,7802,9743.3244,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,acronym,failed,8,4395,1454,4,4,900.0,0.004063432,0,2026-05-25T04:43:40Z,5849,14628.355199999998,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,affine-cipher,failed,9,12223,3706,4,5,900.0,0.014002414,0,2026-05-25T04:43:40Z,15929,50408.6904,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,all-your-base,completed,8,7006,1345,4,4,265.6620151,0.003369294,1,2026-05-25T04:43:40Z,8351,12129.4584,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,allergies,failed,8,5296,2526,4,4,900.0,0.006638913,0,2026-05-25T04:43:40Z,7822,23900.0868,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,alphametics,failed,8,5203,1760,4,4,900.0,0.00482269,0,2026-05-25T04:43:40Z,6963,17361.684,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,anagram,failed,8,5514,1512,4,4,900.0,0.003959387,0,2026-05-25T04:43:40Z,7026,14253.7932,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,armstrong-numbers,completed,8,4921,1535,4,4,204.8500128,0.002600067,1,2026-05-25T04:43:40Z,6456,9360.2412,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,atbash-cipher,failed,8,5483,2406,4,4,900.0,0.006418064,0,2026-05-25T04:43:40Z,7889,23105.0304,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,bank-account,failed,8,8066,2552,4,4,900.0,0.00837163,0,2026-05-25T04:43:40Z,10618,30137.868,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,beer-song,failed,8,17963,2303,4,4,900.0,0.015839855,0,2026-05-25T04:43:40Z,20266,57023.478,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,binary,completed,8,6244,1309,4,4,296.3403121,0.00375785,1,2026-05-25T04:43:40Z,7553,13528.26,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,binary-search,completed,8,7299,1351,4,4,235.0688041,0.002987769,1,2026-05-25T04:43:40Z,8650,10755.9684,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,binary-search-tree,failed,8,7932,3653,4,4,900.0,0.012327807,0,2026-05-25T04:43:40Z,11585,44380.1052,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,bob,completed,8,5146,1297,4,4,297.0900904,0.003767246,1,2026-05-25T04:43:40Z,6443,13562.0856,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,book-store,failed,11,16668,3071,4,7,900.0,0.014782996,0,2026-05-25T04:43:40Z,19739,53218.785599999996,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,bottle-song,failed,8,5680,1126,4,4,900.0,0.003648563,0,2026-05-25T04:43:40Z,6806,13134.8268,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,bowling,failed,8,7909,2159,4,4,900.0,0.007153376,0,2026-05-25T04:43:40Z,10068,25752.1536,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,camicia,failed,8,12653,4188,4,4,900.0,0.016016794,0,2026-05-25T04:43:40Z,16841,57660.4584,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,change,failed,8,7527,2870,4,4,900.0,0.011714668,0,2026-05-25T04:43:40Z,10397,42172.8048,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,circular-buffer,completed,8,8253,2303,4,4,441.0425488,0.005588857,1,2026-05-25T04:43:40Z,10556,20119.8852,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,clock,completed,8,8218,1888,4,4,284.4916638,0.003607925,1,2026-05-25T04:43:40Z,10106,12988.53,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,collatz-conjecture,completed,8,6723,2131,4,4,323.2497829,0.00409687,1,2026-05-25T04:43:40Z,8854,14748.732,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,complex-numbers,failed,8,8038,2092,4,4,900.0,0.007067862,0,2026-05-25T04:43:40Z,10130,25444.303200000002,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,connect,failed,8,5754,2909,4,4,900.0,0.007511593,0,2026-05-25T04:43:40Z,8663,27041.7348,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,crypto-square,failed,8,6390,1364,4,4,900.0,0.00368041,0,2026-05-25T04:43:40Z,7754,13249.475999999999,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,custom-set,completed,8,5048,2314,4,4,322.9908092,0.00409729,1,2026-05-25T04:43:40Z,7362,14750.244,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,darts,completed,8,5784,1430,4,4,203.5681143,0.002584545,1,2026-05-25T04:43:40Z,7214,9304.362000000001,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,diamond,failed,9,8033,1666,4,5,900.0,0.004842676,0,2026-05-25T04:43:40Z,9699,17433.633599999997,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,difference-of-squares,completed,8,4720,1428,4,4,246.7914551,0.003129721,1,2026-05-25T04:43:40Z,6148,11266.9956,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,diffie-hellman,completed,8,5358,1465,4,4,214.4247948,0.002720688,1,2026-05-25T04:43:40Z,6823,9794.4768,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,dnd-character,failed,8,7155,1488,4,4,900.0,0.004384172,0,2026-05-25T04:43:40Z,8643,15783.0192,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,dominoes,failed,10,14502,5167,4,6,900.0,0.017221687,0,2026-05-25T04:43:40Z,19669,61998.0732,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,dot-dsl,failed,8,7917,3094,4,4,900.0,0.011327016,0,2026-05-25T04:43:40Z,11011,40777.257600000004,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,eliuds-eggs,completed,8,5850,763,4,4,132.8415495,0.001689632,1,2026-05-25T04:43:40Z,6613,6082.6752,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,error-handling,failed,8,5118,2488,4,4,900.0,0.006371008,0,2026-05-25T04:43:40Z,7606,22935.6288,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,etl,completed,8,5727,1691,4,4,281.6881278,0.003571676,1,2026-05-25T04:43:40Z,7418,12858.0336,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,flatten-array,completed,8,4783,888,4,4,180.3007554,0.002289663,1,2026-05-25T04:43:40Z,5671,8242.7868,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,flower-field,failed,8,6450,2976,4,4,900.0,0.008782321,0,2026-05-25T04:43:40Z,9426,31616.355599999995,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,food-chain,failed,8,6910,3256,4,4,900.0,0.010737133,0,2026-05-25T04:43:40Z,10166,38653.678799999994,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,forth,failed,12,25534,6288,4,8,900.0,0.026849963,0,2026-05-25T04:43:40Z,31822,96659.8668,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,game-of-life,failed,8,5241,2143,4,4,900.0,0.006668502,0,2026-05-25T04:43:40Z,7384,24006.6072,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,gigasecond,completed,8,7629,1332,4,4,219.2131487,0.002782206,1,2026-05-25T04:43:40Z,8961,10015.9416,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,go-counting,failed,8,7876,3192,4,4,900.0,0.009443642,0,2026-05-25T04:43:40Z,11068,33997.1112,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,grade-school,failed,8,5584,1732,4,4,900.0,0.004413773,0,2026-05-25T04:43:40Z,7316,15889.5828,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,grains,completed,8,5523,1400,4,4,194.1478232,0.002464765,1,2026-05-25T04:43:40Z,6923,8873.153999999999,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,grep,failed,10,10844,3434,4,6,900.0,0.011854567,0,2026-05-25T04:43:40Z,14278,42676.4412,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,hamming,completed,8,5918,953,4,4,143.7393823,0.001828241,1,2026-05-25T04:43:40Z,6871,6581.6676,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,hangman,failed,8,6862,3010,4,4,900.0,0.008194422,0,2026-05-25T04:43:40Z,9872,29499.9192,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,hello-world,completed,8,4257,271,4,4,49.82196057,0.000640176,1,2026-05-25T04:43:40Z,4528,2304.6336,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,hexadecimal,failed,8,4816,3648,4,4,900.0,0.008918271,0,2026-05-25T04:43:40Z,8464,32105.7756,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,high-scores,failed,8,4750,1181,4,4,900.0,0.003189146,0,2026-05-25T04:43:40Z,5931,11480.9256,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,house,failed,8,7168,2039,4,4,900.0,0.006613641,0,2026-05-25T04:43:40Z,9207,23809.1076,0,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,isbn-verifier,completed,8,6125,1649,4,4,229.1815259,0.002907326,1,2026-05-25T04:43:40Z,7774,10466.3736,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,isogram,completed,8,4211,537,4,4,80.89944935,0.001033233,1,2026-05-25T04:43:40Z,4748,3719.6387999999997,1,14,multiplan
20260524-121225--multiplan--qwen3_14b,20260524-121225--experiment,multiplan,qwen3:14b,killer-sudoku-helper,completed,8,9271,2066,4,4,515.0569868,0.006522556,1,2026-05-25T04:43:40Z,11337,23481.2016,1,14,multiplan
